trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type
15524055,15:25:00,15:25:00,12235,15,
15524055,15:27:00,15:27:00,12237,16,
15524055,15:28:00,15:28:00,12239,17,1
15524056,14:58:00,14:58:00,10374,1,
15524056,15:00:00,15:00:00,8763,2,
15524056,15:02:00,15:02:00,8762,3,
15524056,15:03:00,15:03:00,8761,4,
15524056,15:06:00,15:06:00,8760,5,
15524056,15:07:00,15:07:00,8759,6,
15524056,15:09:00,15:09:00,8758,7,
15524056,15:12:00,15:12:00,8757,8,
15524056,15:14:00,15:14:00,9511,9,
15524056,15:16:00,15:16:00,8756,10,
15524056,15:19:00,15:19:00,8755,11,
15524056,15:22:00,15:22:00,12229,12,
15524056,15:26:00,15:26:00,12231,13,
15524056,15:28:00,15:28:00,12233,14,
15524056,15:31:00,15:31:00,12235,15,
15524056,15:33:00,15:33:00,12237,16,
15524056,15:34:00,15:34:00,12239,17,1
15524057,15:04:00,15:04:00,10374,1,
15524057,15:06:00,15:06:00,8763,2,
15524057,15:08:00,15:08:00,8762,3,
15524057,15:09:00,15:09:00,8761,4,
15524057,15:12:00,15:12:00,8760,5,
15524057,15:13:00,15:13:00,8759,6,
15524057,15:15:00,15:15:00,8758,7,
15524057,15:18:00,15:18:00,8757,8,
15524057,15:20:00,15:20:00,9511,9,
15524057,15:22:00,15:22:00,8756,10,
15524057,15:25:00,15:25:00,8755,11,
15524057,15:28:00,15:28:00,12229,12,
15524057,15:32:00,15:32:00,12231,13,
15524057,15:34:00,15:34:00,12233,14,
15524057,15:37:00,15:37:00,12235,15,
15524057,15:39:00,15:39:00,12237,16,
15524057,15:40:00,15:40:00,12239,17,1
15524050,14:22:00,14:22:00,10374,1,
15524050,14:24:00,14:24:00,8763,2,
15524050,14:26:00,14:26:00,8762,3,
15524050,14:27:00,14:27:00,8761,4,
15524050,14:30:00,14:30:00,8760,5,
15524050,14:31:00,14:31:00,8759,6,
15524050,14:33:00,14:33:00,8758,7,
15524050,14:36:00,14:36:00,8757,8,
15524050,14:38:00,14:38:00,9511,9,
15524050,14:40:00,14:40:00,8756,10,
15524050,14:43:00,14:43:00,8755,11,
15524050,14:46:00,14:46:00,12229,12,
15524050,14:50:00,14:50:00,12231,13,
15524050,14:52:00,14:52:00,12233,14,
15524050,14:55:00,14:55:00,12235,15,
15524050,14:57:00,14:57:00,12237,16,
15524050,14:58:00,14:58:00,12239,17,1
15524051,14:28:00,14:28:00,10374,1,
15524051,14:30:00,14:30:00,8763,2,
15524051,14:32:00,14:32:00,8762,3,
15524051,14:33:00,14:33:00,8761,4,
15524051,14:36:00,14:36:00,8760,5,
15524051,14:37:00,14:37:00,8759,6,
15524051,14:39:00,14:39:00,8758,7,
15524051,14:42:00,14:42:00,8757,8,
15524051,14:44:00,14:44:00,9511,9,
15524051,14:46:00,14:46:00,8756,10,
15524051,14:49:00,14:49:00,8755,11,
15524051,14:52:00,14:52:00,12229,12,
15524051,14:56:00,14:56:00,12231,13,
15524051,14:58:00,14:58:00,12233,14,
15524051,15:01:00,15:01:00,12235,15,
15524051,15:03:00,15:03:00,12237,16,
15524051,15:04:00,15:04:00,12239,17,1
15524052,14:34:00,14:34:00,10374,1,
15524052,14:36:00,14:36:00,8763,2,
15524052,14:38:00,14:38:00,8762,3,
15524052,14:39:00,14:39:00,8761,4,
15524052,14:42:00,14:42:00,8760,5,
15524052,14:43:00,14:43:00,8759,6,
15524052,14:45:00,14:45:00,8758,7,
15524052,14:48:00,14:48:00,8757,8,
15524052,14:50:00,14:50:00,9511,9,
15524052,14:52:00,14:52:00,8756,10,
15524052,14:55:00,14:55:00,8755,11,
15524052,14:58:00,14:58:00,12229,12,
15524052,15:02:00,15:02:00,12231,13,
15524052,15:04:00,15:04:00,12233,14,
15524052,15:07:00,15:07:00,12235,15,
15524052,15:09:00,15:09:00,12237,16,
15524052,15:10:00,15:10:00,12239,17,1
15524053,14:40:00,14:40:00,10374,1,
15524053,14:42:00,14:42:00,8763,2,
15524053,14:44:00,14:44:00,8762,3,
15524053,14:45:00,14:45:00,8761,4,
15524053,14:48:00,14:48:00,8760,5,
15524053,14:49:00,14:49:00,8759,6,
15524053,14:51:00,14:51:00,8758,7,
15524053,14:54:00,14:54:00,8757,8,
15524053,14:56:00,14:56:00,9511,9,
15524053,14:58:00,14:58:00,8756,10,
15524053,15:01:00,15:01:00,8755,11,
15524053,15:04:00,15:04:00,12229,12,
15524053,15:08:00,15:08:00,12231,13,
15524053,15:10:00,15:10:00,12233,14,
15524053,15:13:00,15:13:00,12235,15,
15524053,15:15:00,15:15:00,12237,16,
15524053,15:16:00,15:16:00,12239,17,1
15267948,09:37:00,09:37:00,8059,1,
15267948,09:38:00,09:38:00,8060,2,
15267948,09:40:00,09:40:00,8061,3,
15267948,09:43:00,09:43:00,8062,4,
15267948,09:46:00,09:46:00,8063,5,
15267948,09:48:00,09:48:00,8064,6,
15267948,09:51:00,09:51:00,8065,7,
15267948,09:53:00,09:53:00,8066,8,
15267948,09:56:00,09:56:00,8067,9,
15267948,09:58:00,09:58:00,8068,10,
15267948,09:59:00,09:59:00,8069,11,
15267948,10:02:00,10:02:00,8070,12,
15267948,10:03:00,10:03:00,8071,13,
15267948,10:05:00,10:05:00,8072,14,
15267948,10:08:00,10:08:00,8073,15,
15267948,10:11:00,10:11:00,8074,16,
15267948,10:13:00,10:13:00,8075,17,
15267948,10:14:00,10:14:00,8076,18,
15267948,10:15:00,10:15:00,8077,19,
15267948,10:17:00,10:17:00,8078,20,1
15267949,09:44:00,09:44:00,8577,1,
15267949,09:46:00,09:46:00,8579,2,
15267949,09:49:00,09:49:00,8063,3,
15267949,09:51:00,09:51:00,8064,4,
15267949,09:54:00,09:54:00,8065,5,
15267949,09:56:00,09:56:00,8066,6,
15267949,09:59:00,09:59:00,8067,7,
15267949,10:01:00,10:01:00,8068,8,
15267949,10:02:00,10:02:00,8069,9,
15267949,10:05:00,10:05:00,8070,10,
15267949,10:06:00,10:06:00,8071,11,
15267949,10:08:00,10:08:00,8072,12,
15267949,10:11:00,10:11:00,8073,13,
15267949,10:14:00,10:14:00,8074,14,
15267949,10:16:00,10:16:00,8075,15,
15267949,10:17:00,10:17:00,8076,16,
15267949,10:18:00,10:18:00,8077,17,
15267949,10:20:00,10:20:00,8078,18,1
15267942,09:19:00,09:19:00,8059,1,
15267942,09:20:00,09:20:00,8060,2,
15267942,09:22:00,09:22:00,8061,3,
15267942,09:25:00,09:25:00,8062,4,
15267942,09:28:00,09:28:00,8063,5,
15267942,09:30:00,09:30:00,8064,6,
15267942,09:33:00,09:33:00,8065,7,
15267942,09:35:00,09:35:00,8066,8,
15267942,09:38:00,09:38:00,8067,9,
15267942,09:40:00,09:40:00,8068,10,
15267942,09:41:00,09:41:00,8069,11,
15267942,09:44:00,09:44:00,8070,12,
15267942,09:45:00,09:45:00,8071,13,
15267942,09:47:00,09:47:00,8072,14,
15267942,09:50:00,09:50:00,8073,15,
15267942,09:53:00,09:53:00,8074,16,
15267942,09:55:00,09:55:00,8075,17,
15267942,09:56:00,09:56:00,8076,18,
15267942,09:57:00,09:57:00,8077,19,
15267942,09:59:00,09:59:00,8078,20,1
15267943,09:20:00,09:20:00,8756,1,
15267943,09:22:00,09:22:00,8755,2,
15267943,09:25:00,09:25:00,8577,3,
15267943,09:27:00,09:27:00,8579,4,
15267943,09:31:00,09:31:00,8063,5,
15267943,09:33:00,09:33:00,8064,6,
15267943,09:36:00,09:36:00,8065,7,
15267943,09:38:00,09:38:00,8066,8,
15267943,09:41:00,09:41:00,8067,9,
15267943,09:43:00,09:43:00,8068,10,
15267943,09:44:00,09:44:00,8069,11,
15267943,09:46:00,09:46:00,8070,12,
15267943,09:48:00,09:48:00,8071,13,
15267943,09:50:00,09:50:00,8072,14,
15267943,09:52:00,09:52:00,8073,15,
15267943,09:56:00,09:56:00,8074,16,
15267943,09:58:00,09:58:00,8075,17,
15267943,09:59:00,09:59:00,8076,18,
15267943,10:00:00,10:00:00,8077,19,
15267943,10:02:00,10:02:00,8078,20,1
15267940,09:13:00,09:13:00,8059,1,
15267940,09:14:00,09:14:00,8060,2,
15267940,09:16:00,09:16:00,8061,3,
15267940,09:19:00,09:19:00,8062,4,
15267940,09:22:00,09:22:00,8063,5,
15267940,09:24:00,09:24:00,8064,6,
15267940,09:27:00,09:27:00,8065,7,
15267940,09:29:00,09:29:00,8066,8,
15267940,09:32:00,09:32:00,8067,9,
15267940,09:34:00,09:34:00,8068,10,
15267940,09:35:00,09:35:00,8069,11,
15267940,09:38:00,09:38:00,8070,12,
15267940,09:39:00,09:39:00,8071,13,
15267940,09:41:00,09:41:00,8072,14,
15267940,09:44:00,09:44:00,8073,15,
15267940,09:47:00,09:47:00,8074,16,
15267940,09:49:00,09:49:00,8075,17,
15267940,09:50:00,09:50:00,8076,18,
15267940,09:51:00,09:51:00,8077,19,
15267940,09:53:00,09:53:00,8078,20,1
15267941,09:16:00,09:16:00,8059,1,
15267941,09:17:00,09:17:00,8060,2,
15267941,09:19:00,09:19:00,8061,3,
15267941,09:22:00,09:22:00,8062,4,
15267941,09:25:00,09:25:00,8063,5,
15267941,09:27:00,09:27:00,8064,6,
15267941,09:30:00,09:30:00,8065,7,
15267941,09:32:00,09:32:00,8066,8,
15267941,09:35:00,09:35:00,8067,9,
15267941,09:37:00,09:37:00,8068,10,
15267941,09:38:00,09:38:00,8069,11,
15267941,09:41:00,09:41:00,8070,12,
15267941,09:42:00,09:42:00,8071,13,
15267941,09:44:00,09:44:00,8072,14,
15267941,09:47:00,09:47:00,8073,15,
15267941,09:50:00,09:50:00,8074,16,
15267941,09:52:00,09:52:00,8075,17,
15267941,09:53:00,09:53:00,8076,18,
15267941,09:54:00,09:54:00,8077,19,
15267941,09:56:00,09:56:00,8078,20,1
15267946,09:31:00,09:31:00,8059,1,
15267946,09:32:00,09:32:00,8060,2,
15267946,09:34:00,09:34:00,8061,3,
15267946,09:37:00,09:37:00,8062,4,
15267946,09:40:00,09:40:00,8063,5,
15267946,09:42:00,09:42:00,8064,6,
15267946,09:45:00,09:45:00,8065,7,
15267946,09:47:00,09:47:00,8066,8,
15267946,09:50:00,09:50:00,8067,9,
15267946,09:52:00,09:52:00,8068,10,
15267946,09:53:00,09:53:00,8069,11,
15267946,09:56:00,09:56:00,8070,12,
15267946,09:57:00,09:57:00,8071,13,
15267946,09:59:00,09:59:00,8072,14,
15267946,10:02:00,10:02:00,8073,15,
15267946,10:05:00,10:05:00,8074,16,
15267946,10:07:00,10:07:00,8075,17,
15267946,10:08:00,10:08:00,8076,18,
15267946,10:09:00,10:09:00,8077,19,
15267946,10:11:00,10:11:00,8078,20,1
15267947,09:32:00,09:32:00,8756,1,
15267947,09:34:00,09:34:00,8755,2,
15267947,09:37:00,09:37:00,8577,3,
15267947,09:39:00,09:39:00,8579,4,
15267947,09:43:00,09:43:00,8063,5,
15267947,09:45:00,09:45:00,8064,6,
15267947,09:48:00,09:48:00,8065,7,
15267947,09:50:00,09:50:00,8066,8,
15267947,09:53:00,09:53:00,8067,9,
15267947,09:55:00,09:55:00,8068,10,
15267947,09:56:00,09:56:00,8069,11,
15267947,09:58:00,09:58:00,8070,12,
15267947,10:00:00,10:00:00,8071,13,
15267947,10:02:00,10:02:00,8072,14,
15267947,10:04:00,10:04:00,8073,15,
15267947,10:08:00,10:08:00,8074,16,
15267947,10:10:00,10:10:00,8075,17,
15267947,10:11:00,10:11:00,8076,18,
15267947,10:12:00,10:12:00,8077,19,
15267947,10:14:00,10:14:00,8078,20,1
15267944,09:25:00,09:25:00,8059,1,
15267944,09:26:00,09:26:00,8060,2,
15267944,09:28:00,09:28:00,8061,3,
15267944,09:31:00,09:31:00,8062,4,
15267944,09:34:00,09:34:00,8063,5,
15267944,09:36:00,09:36:00,8064,6,
