stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
217010_DP2,,STR P1 To FTB,-33.91347333,150.93496222,3,217010,,Level 1,
217010_DP3,,FTB Remeberance Av,-33.91330999,150.93499793,3,217010,,Level 2,
217010_DP4,,STR/LFT To P2,-33.91333111,150.93518264,3,217010,,Level 2,
217010_DP5,,FTB Warwick St,-33.91334566,150.93529139,3,217010,,Level 2,
217010_ENT1,,STR Remembrance Av,-33.91352766,150.93495391,2,217010,2,Level 0,
217010_ENT2,,LFT Remembrance Av,-33.91321967,150.93500458,2,217010,1,Level 0,
217010_ENT3,,STR Rememberance N,-33.91278398,150.93510341,2,217010,2,Level 0,
217010_ENT4,,STR Warwick St,-33.91316398,150.93533706,2,217010,2,Level 0,
217010_ENT5,,LFT Warwick St,-33.91338165,150.93529305,2,217010,1,Level 0,
2170801,2170801,Remembrance Av Opp Warwick Farm Station,-33.91330894,150.93474930,,217010,2,Level 0,
2170802,2170802,Hume Hwy Opp Warwick Farm Station,-33.91297663,150.93358836,,217010,0,Level 0,
2170803,2170803,"Warwick Farm Station, Hume Highway",-33.91323860,150.93356799,,217010,0,Level 0,
2170831,2170831,"Warwick Farm Station, Platform 1",-33.91317261,150.93506726,,217010,1,Level 1,1
2170832,2170832,"Warwick Farm Station, Platform 2",-33.91317850,150.93516481,,217010,1,Level 1,2
217310,,Holsworthy Station,-33.96319517,150.95658976,1,,0,,
217310_DP1,,FTB Car Park,-33.96282215,150.95642106,3,217310,,Level 1,
217310_DP2,,FTB Boulevarde,-33.96305538,150.95645351,3,217310,,Level 1,
217310_DP3,,FTB To P1/2,-33.96319035,150.95645976,3,217310,,Level 1,
217310_DP4,,STR To P1/2,-33.96319691,150.95653577,3,217310,,Level 1,
217310_DP5,,LFT To P1/2,-33.96318096,150.95675131,3,217310,,Level 1,
217310_DP6,,FTB Barracks,-33.96330766,150.95645439,3,217310,,Level 1,
217310_ENT1,,STR/RMP Boulevarde,-33.96294637,150.95648089,2,217310,2,Level 0,
217310_ENT2,,LFT Car Park West,-33.96281454,150.95637745,2,217310,2,Level 0,
217310_ENT3,,LFT Car Park East,-33.96266571,150.95652195,2,217310,2,Level 0,
217310_ENT4,,STR Barracks,-33.96338864,150.95645815,2,217310,2,Level 0,
217357,217357,"Holsworthy Station, Access Road, The Boulevarde",-33.96297019,150.95686049,,217310,0,Level 0,
217391,217391,"Holsworthy Station, Platform 1",-33.96316435,150.95670729,,217310,1,Level 0,1
217392,217392,"Holsworthy Station, Platform 2",-33.96323668,150.95669983,,217310,1,Level 0,2
219910,,Yagoona Station,-33.90721147,151.02459877,1,,0,,
219910_CCP1,,CCP Ritchie Rd,-33.90576442,151.02393629,,219910,,Level 0,
219910_CCP2,,CCP Church Rd,-33.90642454,151.02358913,,219910,,Level 0,
219910_ENT1,,ENT Hume Hwy,-33.90731696,151.02467938,2,219910,1,Level 0,
219910_KAR1,,KAR Hume Hwy,-33.90738698,151.02501769,,219910,,Level 0,
219911,219911,"Yagoona Station, Hume Hwy",-33.90722965,151.02431865,,219910,0,Level 0,
219915,219915,Hume Hwy Opp Yagoona Station,-33.90736550,151.02347131,,219910,0,Level 0,
2199171,2199171,"Yagoona Station, Platform 1",-33.90707758,151.02456004,,219910,1,Level -1,1
2199172,2199172,"Yagoona Station, Platform 2",-33.90709805,151.02448536,,219910,1,Level -1,2
220010,,Bankstown Station,-33.91784784,151.03465392,1,,0,,
2200157,2200157,"Bankstown Station, North Tce, Stand H",-33.91747848,151.03437709,,220010,0,Level 0,
220018,220018,"Bankstown Station, Restwell St",-33.91863827,151.03500468,,220010,1,Level 0,
2200343,2200343,"Bankstown Station, Stand G",-33.91795673,151.03572906,,220010,0,Level 0,
2200373,2200373,"Bankstown Station, Stand C",-33.91820104,151.03432474,,220010,0,Level 0,
2200374,2200374,"Bankstown Station, Stand B",-33.91818355,151.03458331,,220010,1,Level 0,
2200375,2200375,"Bankstown Station, Stand A",-33.91815387,151.03493857,,220010,0,Level 0,
2200376,2200376,"Bankstown Station, Stand D",-33.91837835,151.03413856,,220010,0,Level 0,
2200377,2200377,"Bankstown Station, Stand E",-33.91835873,151.03446188,,220010,0,Level 0,
2200378,2200378,"Bankstown Station, Stand F",-33.91833012,151.03478477,,220010,1,Level 0,
2200501,2200501,"Bankstown Station, Platform 1",-33.91781894,151.03443640,,220010,1,Level 0,1
2200502,2200502,"Bankstown Station, Platform 2",-33.91789991,151.03444022,,220010,1,Level 0,2
2200513,2200513,"Bankstown Station, Platform 3",-33.91766650,151.03606121,,220010,1,Level 0,
2200514,2200514,"Bankstown Station, Platform 4",-33.91781873,151.03609002,,220010,1,Level 0,
220080,220080,"Bankstown Station, Stand J",-33.91804634,151.03574410,,220010,1,Level 0,
221110,,Padstow Station,-33.95191691,151.03217663,1,,0,,
221110_CCP1,,CCP Padstow Pde,-33.95293076,151.03175959,,221110,,Level 1,
221110_DP1,,STR/LFT To P1/2,-33.95191181,151.03205746,3,221110,,Level 0,
221110_DP2,,Acc To Car Park,-33.95274573,151.03163191,3,221110,,Level 0,
221110_ENT1,,ENT Memorial Dr,-33.95193511,151.03189637,2,221110,1,Level 0,
221110_KAR1,,KAR Memorial Dr E,-33.95117430,151.03174150,,221110,,Level 0,
221110_KAR2,,KAR Memorial Dr W,-33.95114292,151.03159945,,221110,,Level 0,
221110_TXI1,,TXI Howard Rd,-33.95215273,151.03103084,,221110,,Level 0,
2211107,2211107,Howard Rd Opp Padstow Station,-33.95222825,151.03229947,,221110,1,,
2211113,2211113,Howard Rd At Memorial Dr,-33.95213927,151.03144108,,221110,0,Level 0,
2211119,2211119,Howard Rd After Padstow Pde,-33.95227741,151.03135029,,221110,0,Level 0,
2211141,2211141,"Padstow Station, Platform 1",-33.95187667,151.03230448,,221110,1,Level -1,1
2211142,2211142,"Padstow Station, Platform 2",-33.95193929,151.03231825,,221110,1,Level -1,2
221115,221115,"Padstow Station, Howard Rd",-33.95209500,151.03279054,,221110,1,Level 0,
221210,,Revesby Station,-33.95251787,151.01519695,1,,0,,
221210_CCP1,,CCP Marco Av,-33.95212536,151.01480005,,221210,,Level 0,
221210_DP1,,FTB Marco Av,-33.95233547,151.01526406,3,221210,,Level 1,
221210_DP2,,STR/LFT To P1/2,-33.95243443,151.01526871,3,221210,,Level 1,
221210_DP3,,STR/LFT To P3/4,-33.95258738,151.01527591,3,221210,,Level 1,
221210_DP4,,FTB Blamey St,-33.95271333,151.01528183,3,221210,,Level 1,
221210_DP5,,Acc To TPR Simmons,-33.95119182,151.01579412,3,221210,,Level 0,
221210_DP6,,Acc To TPR The River,-33.95135641,151.01709935,3,221210,,Level 0,
221210_ENT1,,STR/LFT Marco Av,-33.95229807,151.01530555,2,221210,1,Level 0,
221210_ENT2,,STR Blamey St,-33.95269728,151.01549733,2,221210,2,Level 0,
221210_ENT3,,LFT Blamey St,-33.95273203,151.01526109,2,221210,1,Level 0,
221210_KAR1,,KAR Blamey St,-33.95285040,151.01522340,,221210,,Level 0,
221210_LKR1,,LKR Marco Av,-33.95203857,151.01525009,,221210,,Level 0,
221210_LKR2,,LKR Blamey St,-33.95271862,151.01511989,,221210,,Level 0,
221210_TPR1,,TPR The River Rd,-33.95114261,151.01647299,,221210,,Level 1,
221210_TXI1,,TXI Blamey St,-33.95276484,151.01535994,,221210,,Level 0,
2212161,2212161,"Revesby Station, Platform 1",-33.95240620,151.01502951,,221210,1,Level 0,1
2212162,2212162,"Revesby Station, Platform 2",-33.95247818,151.01503289,,221210,1,Level 0,2
2212163,2212163,"Revesby Station, Platform 3",-33.95255880,151.01504750,,221210,1,Level 0,3
2212164,2212164,"Revesby Station, Platform 4",-33.95262177,151.01505046,,221210,1,Level 0,4
221261,221261,"Revesby Station, Marco Av",-33.95197154,151.01509556,,221210,0,Level 0,
221281,221281,Marco Av Opp Revesby Station,-33.95179778,151.01517389,,221210,0,Level 0,
221310,,Panania Station,-33.95427746,150.99826036,1,,0,,
221310_CCP1,,CCP Weston St,-33.95426883,150.99963318,,221310,,Level 0,
221310_DP1,,FTB Braesmere Rd,-33.95417604,150.99833129,3,221310,,Level 1,
221310_DP2,,STR/LFT To P1/2,-33.95426601,150.99833551,3,221310,,Level 1,
221310_DP3,,FTB Weston St,-33.95437643,150.99826499,3,221310,,Level 1,
221310_ENT1,,RMP/LFT Braesmere,-33.95413105,150.99832919,2,221310,1,Level 0,
221310_ENT2,,RMP/LFT Weston St,-33.95443870,150.99828954,2,221310,1,Level 0,
221310_KAR1,,KAR Anderson Av N,-33.95387457,150.99845774,,221310,,Level 0,
221310_KAR2,,KAR Anderson Av S,-33.95463593,150.99832040,,221310,,Level 0,
221310_KAR3,,KAR Peffer St,-33.95517667,150.99859443,,221310,,Level 0,
221310_TXI1,,TXI Anderson Av N,-33.95392982,150.99869821,,221310,,Level 0,
221310_TXI2,,TXI Sherlock Av,-33.95504128,150.99804744,,221310,,Level 0,
2213107,2213107,Braesmere Rd Opp Panania Station,-33.95366496,150.99825329,,221310,0,Level 0,
2213115,2213115,"East Hills Station, Maclaurin Av",-33.96226852,150.98415497,,221320,0,Level 0,
221313,221313,"East Hills Station, Park Rd",-33.96160613,150.98429706,,221320,0,Level 0,
2213141,2213141,"East Hills Station, Platform 1",-33.96164435,150.98478547,,221320,1,Level 1,1
2213142,2213142,"East Hills Station, Platform 2",-33.96168724,150.98485235,,221320,1,Level 1,2
2213143,2213143,"East Hills Station, Platform 3",-33.96175711,150.98492050,,221320,1,Level 1,3
2213151,2213151,"Panania Station, Platform 1",-33.95426544,150.99807597,,221310,1,Level 0,1
2213152,2213152,"Panania Station, Platform 2",-33.95432807,150.99808972,,221310,1,Level 0,2
221320,,East Hills Station,-33.96181740,150.98472867,1,,0,,
221320_DP1,,TUN Park Rd,-33.96185864,150.98456838,3,221320,,Level 0,
221320_DP2,,STR/RMP/LFT To P1/2,-33.96183960,150.98459994,3,221320,,Level 0,
221320_DP3,,STR/RMP To P3,-33.96190912,150.98467888,3,221320,,Level 0,
221320_DP4,,TUN Thompson Ln,-33.96191052,150.98463569,3,221320,,Level 0,
221320_DP5,,LFT To P3,-33.96196825,150.98480060,3,221320,,Level 0,
221320_ENT1,,ENT Park Rd,-33.96174588,150.98443335,2,221320,1,Level 0,
221320_ENT2,,ENT Thompson Ln,-33.96198904,150.98471506,2,221320,1,Level 0,
221354,221354,"Panania Station, Anderson Av",-33.95478959,150.99830597,,221310,1,Level 0,
221367,221367,Park Rd Opp East Hills Station,-33.96160483,150.98405909,,221320,0,Level 0,
221375,221375,"Panania Station, Braesmere Rd",-33.95378917,150.99831317,,221310,0,Level 0,
2000142,2000142,"Wynyard Station, Clarence St, Stand R",-33.86549330,151.20481725,,200080,0,Level 0,
200021,200021,"Wynyard Station, Carrington St, Stand A",-33.86532330,151.20636417,,200080,1,Level 0,
2000221,2000221,"Wynyard Station, Clarence St, Stand Q",-33.86462266,151.20472049,,200080,0,Level 0,
200023,200023,"Wynyard Station, Carrington St, Stand B",-33.86584794,151.20630354,,200080,1,Level 0,
2000230,2000230,"Wynyard Station, Clarence St, Stand S",-33.86599591,151.20487434,,200080,1,Level 0,
200024,200024,"Wynyard Station, Carrington St, Stand C",-33.86612825,151.20627411,,200080,1,Level 0,
200025,200025,"Wynyard Station, Carrington St, Stand D",-33.86643555,151.20624601,,200080,1,Level 0,
200026,200026,"Wynyard Station, Carrington St, Stand E",-33.86672522,151.20620624,,200080,1,Level 0,
200027,200027,"Wynyard Station, Carrington St, Stand F",-33.86685189,151.20619086,,200080,1,Level 0,
200029,200029,"Wynyard Station, York St, Stand H",-33.86687121,151.20588939,,200080,1,Level 0,
2000295,2000295,"Wynyard Station, Clarence St, Stand T",-33.86701873,151.20500018,,200080,2,Level 0,
200031,200031,"Wynyard Station, York St, Stand J",-33.86644056,151.20583583,,200080,0,Level 0,
200033,200033,"Wynyard Station, York St, Stand K",-33.86618945,151.20580189,,200080,0,Level 0,
200034,200034,"Wynyard Station, York St, Stand L",-33.86595595,151.20577962,,200080,1,Level 0,
200035,200035,"Wynyard Station, York St, Stand M",-33.86552531,151.20572607,,200080,1,Level 0,
200036,200036,"Wynyard Station, York St, Stand N",-33.86537277,151.20570777,,200080,1,Level 0,
2000403,2000403,"Wynyard Station, Platform 3",-33.86588510,151.20574374,,200080,1,Level -1,3
2000404,2000404,"Wynyard Station, Platform 4",-33.86589741,151.20564714,,200080,1,Level -1,4
2000405,2000405,"Wynyard Station, Platform 5",-33.86587021,151.20591582,,200080,1,Level -3,5
2000406,2000406,"Wynyard Station, Platform 6",-33.86588141,151.20585156,,200080,1,Level -3,6
2000418,2000418,"Wynyard Station, Jamison St, Stand U",-33.86443134,151.20504591,,200080,2,Level 0,
2000419,2000419,"Wynyard Station, Kent St, Stand V",-33.86554350,151.20413928,,200080,0,Level 0,
2000435,2000435,"Wynyard Station, York St, Stand G",-33.86722053,151.20594975,,200080,1,Level 0,
2000454,2000454,Wynyard Light Rail,-33.86668194,151.20720857,,200080,1,Level 0,2
2000455,2000455,Wynyard Light Rail,-33.86667553,151.20713265,,200080,2,Level 0,1
200048,200048,"Wynyard Station, York St, Stand P",-33.86475213,151.20567729,,200080,1,Level 0,
200080,,Wynyard Station,-33.86594489,151.20610310,1,,0,,
200080_CNC,,Concourse,-33.86594585,151.20581153,3,200080,,Level -2,
200080_DP1,,LFT/ESC Wynyard Park,-33.86571140,151.20608082,3,200080,,Level 0,
200080_DP10,,Wyn Walk Kent St,-33.86522411,151.20399399,3,200080,,Level -3,
200080_DP11,,Acc To Exch Pl,-33.86539108,151.20306255,3,200080,,Level -2,
200080_DP12,,STR/ESC Plaza,-33.86523148,151.20377835,3,200080,,Level -2,
200080_DP13,,LFT Plaza,-33.86533500,151.20391303,3,200080,,Level -2,
200080_DP14,,LFT/ESC Clarence,-33.86561901,151.20509344,3,200080,,Level 0,
200080_DP2,,Ticket Gates E,-33.86592985,151.20601595,3,200080,,Level -2,
200080_DP3,,Acc Wyn Walk E,-33.86558053,151.20595559,3,200080,,Level -2,
200080_DP4,,Acc Wyn Walk W,-33.86561327,151.20552518,3,200080,,Level -2,
200080_DP5,,Ticket Gates W,-33.86597084,151.20560755,3,200080,,Level -2,
200080_DP6,,LFT To York St,-33.86597711,151.20542424,3,200080,,Level -2,
200080_DP7,,ESC To Concourse,-33.86559896,151.20541647,3,200080,,Level 0,
200080_DP8,,LFT/ESC To Wyn Walk,-33.86556468,151.20510157,3,200080,,Level -2,
200080_DP9,,Wyn Walk Clarence,-33.86548778,151.20497899,3,200080,,Level -3,
200080_ENT1,,Ent Carrington St,-33.86572202,151.20629736,2,200080,2,Level 0,
200080_ENT10,,ENT Exchange Pl,-33.86540029,151.20279299,2,200080,1,Level 0,
200080_ENT2,,ENT George St,-33.86581882,151.20715536,2,200080,1,Level 0,
200080_ENT3,,Ent York St,-33.86559233,151.20561055,2,200080,2,Level 0,
200080_ENT4,,ENT York Lane,-33.86561459,151.20522283,2,200080,2,Level 0,
200080_ENT5,,Ent Clarence St,-33.86563132,151.20499684,2,200080,2,Level 0,
200080_ENT6,,Ent Kent St,-33.86564518,151.20432789,2,200080,2,Level 0,
200080_ENT7,,Ent Wynyard Park,-33.86570683,151.20595099,2,200080,2,Level 0,
200080_ENT8,,LFT Kent St,-33.86530691,151.20394406,2,200080,1,Level 0,
200080_ENT9,,STR/ESC Kent St,-33.86532217,151.20376120,2,200080,2,Level -2,
200080_LVX1,,Level Crossing,-33.86560751,151.20727458,3,200080,,Level 0,
200080_MEZCK,,Mez Clarence/Kent,-33.86548446,151.20507603,3,200080,,Level -1,
200080_MEZGT,,Mez George St Tunnel,-33.86579958,151.20692760,3,200080,,Level -2,
200080_MEZMS,,Mez Margaret St,-33.86514584,151.20602064,3,200080,,Level 0,
200080_MEZWL,,Mez Wyn Park Lifts,-33.86573875,151.20607137,3,200080,,Level -2,
200080_MEZWS,,Mez Wynyard St,-33.86700170,151.20602541,3,200080,,Level 0,
201510,,Redfern Station,-33.89204769,151.19841906,1,,0,,
201510_CNC2,,CNC Gibbons,-33.89195048,151.19941905,3,201510,,Level 0,
201510_CNC3,,CNC Marian St,-33.89273203,151.19843104,3,201510,,Level 0,
201510_CNC4,,CNC Lt Eveleigh,-33.89208209,151.19767528,3,201510,,Level 1,
201510_DP1,,STR To P1,-33.89162877,151.19854975,3,201510,,Level 0,
201510_DP10,,STR/LFT To P8/9,-33.89239775,151.19845785,3,201510,,Level 0,
201510_DP11,,STR/LFT To P6/7,-33.89244588,151.19810368,3,201510,,Level 1,
201510_DP12,,STR/LFT To P4/5,-33.89234162,151.19799053,3,201510,,Level 1,
201510_DP13,,STR/LFT To P2/3,-33.89223737,151.19787737,3,201510,,Level 1,
201510_DP14,,STR/LFT To P1,-33.89213495,151.19771028,3,201510,,Level 1,
201510_DP2,,STR To P2/3,-33.89170604,151.19866158,3,201510,,Level 0,
201510_DP3,,STR To P4/5,-33.89172035,151.19877032,3,201510,,Level 0,
201510_DP4,,STR/LFT To P6/7,-33.89175007,151.19895545,3,201510,,Level 0,
201510_DP5,,STR To P8/9,-33.89187010,151.19913420,3,201510,,Level 0,
201510_DP6,,STR To P10,-33.89191855,151.19929864,3,201510,,Level 0,
201510_DP7,,ESC To P11/12,-33.89203033,151.19945538,3,201510,,Level 0,
201510_DP8,,STR/LFT To P10,-33.89262814,151.19830710,3,201510,,Level 1,
201510_DP9,,Acc To P8/9,-33.89254151,151.19820561,3,201510,,Level 1,
201510_ENT1,,ENT Lawson St,-33.89160047,151.19885087,2,201510,2,Level 0,
201510_ENT2,,ENT Gibbons,-33.89179388,151.19951940,2,201510,1,Level 0,
201510_ENT3,,ENT Rosehill St,-33.89277774,151.19841168,2,201510,1,Level 0,
201510_ENT4,,ENT Lt Eveleigh St,-33.89200902,151.19770410,2,201510,1,Level 0,
2015131,2015131,"Redfern Station, Platform 1",-33.89191150,151.19818549,,201510,1,Level -1,1
2015132,2015132,"Redfern Station, Platform 2",-33.89197263,151.19824251,,201510,1,Level -1,2
2015133,2015133,"Redfern Station, Platform 3",-33.89199850,151.19827619,,201510,1,Level -1,3
2015134,2015134,"Redfern Station, Platform 4",-33.89205926,151.19834400,,201510,1,Level -1,4
2015135,2015135,"Redfern Station, Platform 5",-33.89211176,151.19838979,,201510,1,Level -1,5
2015136,2015136,"Redfern Station, Platform 6",-33.89216351,151.19845716,,201510,1,Level -1,6
2015137,2015137,"Redfern Station, Platform 7",-33.89220665,151.19851329,,201510,1,Level -1,7
2015138,2015138,"Redfern Station, Platform 8",-33.89227640,151.19858154,,201510,1,Level -1,8
2015139,2015139,"Redfern Station, Platform 9",-33.89231990,151.19862689,,201510,1,Level -1,9
2015140,2015140,"Redfern Station, Platform 10",-33.89238065,151.19869470,,201510,1,Level -1,10
2015141,2015141,"Redfern Station, Platform 11",-33.89227945,151.19928395,,201510,2,Level -3,11
2015142,2015142,"Redfern Station, Platform 12",-33.89230385,151.19936077,,201510,2,Level -3,12
201631,201631,"Redfern Station, Gibbons St, Stand A",-33.89229228,151.19943583,,201510,1,Level 0,
201646,201646,"Redfern Station, Gibbons St, Stand B",-33.89332931,151.19888172,,201510,0,Level 0,
204810,,Stanmore Station,-33.89447424,151.16414803,1,,0,,
204810_DP1,,PDT Trafalgar St,-33.89461232,151.16432762,3,204810,,Level -1,
204810_DP2,,PDT To P1/2,-33.89445186,151.16427659,3,204810,,Level -1,
204810_DP3,,PDT Douglas St,-33.89418456,151.16418795,3,204810,,Level -1,
204810_ENT1,,ENT Trafalgar St,-33.89467469,151.16408216,2,204810,1,Level 0,
204810_ENT2,,ENT Douglas St,-33.89411297,151.16417366,2,204810,1,Level 0,
204811,204811,"Stanmore Station, Douglas St",-33.89415712,151.16366800,,204810,0,Level 0,
204816,204816,Percival Rd Opp Stanmore Station,-33.89365458,151.16414053,,204810,0,Level 0,
204831,204831,"Stanmore Station, Platform 1",-33.89443364,151.16401640,,204810,1,Level 0,1
204832,204832,"Stanmore Station, Platform 2",-33.89454985,151.16404367,,204810,1,Level 0,2
204833,204833,"Stanmore Station, Platform 3",-33.89463117,151.16403682,,204810,1,Level 0,3
204910,,Petersham Station,-33.89386331,151.15557204,1,,0,,
204910_DP1,,FTB Trafalgar,-33.89395642,151.15574943,3,204910,,Level 1,
204910_DP2,,STR/LFT To P1/2,-33.89384884,151.15573340,3,204910,,Level 1,
204910_DP3,,FTB Terminus,-33.89358907,151.15568837,3,204910,,Level 1,
204910_ENT1,,STR Trafalgar St,-33.89399459,151.15568646,2,204910,2,Level 0,
204910_ENT2,,RMP Trafalgar St,-33.89395023,151.15593281,2,204910,1,Level 0,
204910_ENT3,,STR Terminus St,-33.89354847,151.15555674,2,204910,2,Level 0,
204910_ENT4,,LFT Terminus,-33.89357789,151.15575265,2,204910,1,Level 0,
204910_KAR1,,KAR Terminus,-33.89353996,151.15527542,,204910,,Level 0,
204910_TXI1,,TXI Trafalgar St,-33.89411809,151.15549798,,204910,,Level 0,
204911,204911,"Petersham Station, Trafalgar St",-33.89392130,151.15625553,,204910,0,Level 0,
204912,204912,Trafalgar St Opp Petersham Station,-33.89449940,151.15487905,,204910,0,Level 0,
204918,204918,"Lewisham Station, Railway Tce",-33.89368305,151.14836757,,204920,0,Level 0,
204920,,Lewisham Station,-33.89341703,151.14770641,1,,0,,
204920_DP1,,PDT Victoria St,-33.89354733,151.14758307,3,204920,,Level -1,
204920_DP2,,PDT To P2,-33.89345628,151.14761107,3,204920,,Level -1,
204920_DP3,,PDT To P1,-33.89332853,151.14765890,3,204920,,Level -1,
204920_DP4,,PDT Thomas St,-33.89315507,151.14772612,3,204920,,Level -1,
204920_ENT1,,STR Victoria St,-33.89362938,151.14755464,2,204920,2,Level 0,
204920_ENT2,,STR Thomas St,-33.89311409,151.14760528,2,204920,2,Level 0,
204927,204927,Railway Tce Opp Lewisham Station,-33.89388948,151.14865850,,204920,0,Level 0,
204972,204972,"Lewisham Station, Victoria St",-33.89381937,151.14753144,,204920,1,Level 0,
204981,204981,"Lewisham Station, Platform 1",-33.89330663,151.14750658,,204920,2,Level 0,1
204982,204982,"Lewisham Station, Platform 2",-33.89338005,151.14746692,,204920,2,Level 0,2
204991,204991,"Petersham Station, Platform 1",-33.89384568,151.15556038,,204910,1,Level 0,1
204992,204992,"Petersham Station, Platform 2",-33.89389929,151.15557379,,204910,1,Level 0,2
206010,,North Sydney Station,-33.84115005,151.20741233,1,,0,,
206010_CNC1,,CNC Unpaid,-33.84121154,151.20745854,3,206010,,Level -1,
206010_CNC2,,CNC Paid,-33.84124789,151.20744952,3,206010,,Level -1,
206010_DP1,,LFT To P1/2,-33.84119134,151.20752233,3,206010,,Level 0,
206010_DP2,,LFT To P3/4,-33.84129065,151.20751641,3,206010,,Level 0,
206010_DP3,,Acc To PDT,-33.84120439,151.20740420,3,206010,,Level -1,
206010_DP4,,Acc To P1/2,-33.84118861,151.20733864,3,206010,,Level -1,
206010_DP5,,STR/ESC To P1/2,-33.84117062,151.20733776,3,206010,,Level -1,
206010_DP6,,Acc To P3/4,-33.84123395,151.20733007,3,206010,,Level -1,
206010_DP7,,ESC To P3/4,-33.84126130,151.20732061,3,206010,,Level -1,
206010_DP8,,STR To P3/4,-33.84128313,151.20747285,3,206010,,Level -1,
206010_ENT1,,ENT Blue St,-33.84105715,151.20749415,2,206010,1,Level 0,
206010_ENT2,,ENT Greenwood UG,-33.84089635,151.20745386,2,206010,2,Level -1,
206010_TXI,,TXI Blue St,-33.84112536,151.20813454,,206010,,Level 0,
2060101,2060101,"North Sydney Station, Platform 1",-33.84109925,151.20705352,,206010,1,Level -2,1
2060102,2060102,"North Sydney Station, Platform 2",-33.84114459,151.20704495,,206010,1,Level -2,2
2060103,2060103,"North Sydney Station, Platform 3",-33.84119856,151.20704760,,206010,1,Level -2,3
2060104,2060104,"North Sydney Station, Platform 4",-33.84124390,151.20703903,,206010,1,Level -2,4
206011,206011,"North Sydney Station, Blue St, Stand A",-33.84090452,151.20668765,,206010,1,Level 0,
2060114,2060114,"Victoria Cross Station, Platform 2",-33.83620492,151.20737471,,206044,1,Level -5,
2060115,2060115,"Victoria Cross Station, Platform 1",-33.83621885,151.20749416,,206044,1,Level -5,
2060116,2060116,"Victoria Cross Station, Miller St, Stand A",-33.83426876,151.20787348,,206044,1,Level 0,
206012,206012,"North Sydney Station, Blue St, Stand B",-33.84094139,151.20692700,,206010,0,Level 0,
206014,206014,"North Sydney Station, Blue St, Stand D",-33.84104337,151.20763384,,206010,1,Level 0,
206015,206015,"North Sydney Station, Blue St, Stand F",-33.84087600,151.20725851,,206010,1,Level 0,
206044,,Victoria Cross Station,-33.83772725,151.20738465,1,,0,,
206044_CNC,,Concourse Sth,-33.83713448,151.20759309,3,206044,,Level -2,
206044_DP1,,LFT Miller To CNC,-33.83760095,151.20738925,3,206044,,Level 0,
206044_DP10,,ESC To P1/2 Sth,-33.83654525,151.20743460,3,206044,,Level -3,
206044_DP11,,ESC To P1/2 Mid,-33.83618435,151.20744927,3,206044,,Level -3,
206044_DP12,,ESC To P1/2 Nth,-33.83542179,151.20761698,3,206044,,Level -3,
206044_DP13,,LFT To P1/2 Nth,-33.83538360,151.20767989,3,206044,,Level -3,
206044_DP14,,LFT To Miller Nth,-33.83472470,151.20824135,3,206044,,Level -3,
206044_DP15,,LFT To CNC Nth,-33.83471040,151.20813269,3,206044,,Level 0,
206044_DP2,,ESC Miller To CNC,-33.83764371,151.20745613,3,206044,,Level 0,
206044_DP3,,ESC Denison To CNC,-33.83773256,151.20749289,3,206044,,Level -1,
206044_DP4,,LFT Denison To CNC,-33.83756423,151.20740904,3,206044,,Level -1,
206044_DP5,,LFT CNC Sth,-33.83750090,151.20741673,3,206044,,Level -2,
206044_DP6,,ESC CNC Sth,-33.83723453,151.20756561,3,206044,,Level -2,
206044_DP7,,ESC To PLT CNC Sth,-33.83696210,151.20762781,3,206044,,Level -2,
206044_DP8,,LFT To P1/2,-33.83683713,151.20733016,3,206044,,Level -2,
206044_DP9,,ESC To CNC Sth,-33.83665739,151.20758046,3,206044,,Level -3,
206044_ENT1,,ENT Miller St S,-33.83772083,151.20730876,2,206044,1,Level 0,
206044_ENT2,,ENT Denison St,-33.83779125,151.20788446,2,206044,1,Level 0,
206044_ENT3,,ENT Miller St N,-33.83467390,151.20788257,2,206044,1,Level 0,
206045,206045,"Victoria Cross Station, Miller St, Stand D",-33.83813960,151.20691903,,206044,2,Level 0,
206046,206046,"Victoria Cross Station, Miller St, Stand C",-33.83719677,151.20708869,,206044,1,Level 0,
206052,206052,"Victoria Cross Station, Miller St, Stand E",-33.83848597,151.20706560,,206044,0,Level 0,
206083,206083,"Victoria Cross Station, Miller St, Stand B",-33.83419481,151.20766472,,206044,1,Level 0,
206084,206084,"North Sydney Station, Blue St, Stand E",-33.84108812,151.20790597,,206010,1,Level 0,
206085,206085,"Victoria Cross Station, Miller St, Stand F",-33.83821318,151.20713858,,206044,1,Level 0,
206092,206092,"North Sydney Station, Blue St, Stand C",-33.84097789,151.20717713,,206010,1,Level 0,
206110,,Milsons Point Station,-33.84593610,151.21183697,1,,0,,
206110_CNC,,Concourse,-33.84588855,151.21191021,3,206110,,Level 0,
206110_DP1,,Acc To Concourse,-33.84591516,151.21192232,3,206110,,Level 0,
206110_DP2,,LFT To P1/2,-33.84590049,151.21182442,3,206110,,Level 0,
206110_ENT1,,ENT Alfred St,-33.84595815,151.21171927,2,206110,1,Level 0,
206110_ENT2,,ENT Ennis Rd,-33.84579888,151.21242411,2,206110,1,Level 0,
206121,206121,Alfred St Sth Opp Milsons Point Station,-33.84619962,151.21124523,,206110,0,Level 0,
